RTO,Month,Domestic Guest Nights ,International Guest Nights ,Total Guest Nights 
Auckland,Sept-19," 369,038 "," 252,105 "," 621,143 "
Coromandel,Jan-00," 146,518 "," 20,732 "," 167,250 "
Coromandel,Feb-00," 37,895 "," 24,407 "," 63,010 "
Coromandel,Mar-00," 32,130 "," 22,209 "," 55,165 "
Coromandel,Apr-00," 40,165 "," 13,408 "," 53,574 "
Coromandel,May-00," 16,121 "," 4,717 "," 21,609 "
Coromandel,Jun-00," 14,233 "," 3,131 "," 18,045 "
Coromandel,Jul-00," 16,600 "," 3,525 "," 20,205 "
Coromandel,Aug-00," 13,874 "," 3,609 "," 17,632 "
Coromandel,Sept-00," 21,135 "," 6,395 "," 27,546 "
Coromandel,Oct-00," 28,125 "," 10,698 "," 38,825 "
Coromandel,Nov-00," 23,369 "," 20,157 "," 43,527 "
Coromandel,Dec-00," 77,125 "," 33,583 "," 110,708 "
Coromandel,Jan-01," 141,973 "," 34,582 "," 176,554 "
Coromandel,Feb-01," 43,798 "," 26,434 "," 70,231 "
Coromandel,Mar-01," 34,706 "," 23,775 "," 58,482 "
Coromandel,Apr-01," 32,753 "," 13,116 "," 45,870 "
Coromandel,May-01," 14,394 "," 5,240 "," 19,638 "
Coromandel,Jun-01," 17,176 "," 4,120 "," 21,298 "
Coromandel,Jul-01," 17,947 "," 4,846 "," 22,794 "
Coromandel,Aug-01," 17,182 "," 4,321 "," 21,503 "
Coromandel,Sept-01," 17,345 "," 5,793 "," 23,145 "
Coromandel,Oct-01," 25,664 "," 11,916 "," 37,580 "
Coromandel,Nov-01," 26,330 "," 19,752 "," 46,096 "
Coromandel,Dec-01," 73,247 "," 27,746 "," 100,994 "
Coromandel,Jan-02," 145,092 "," 30,036 "," 175,128 "
Coromandel,Feb-02," 47,530 "," 26,924 "," 74,453 "
Coromandel,Mar-02," 46,218 "," 30,521 "," 76,739 "
Coromandel,Apr-02," 34,808 "," 16,134 "," 50,941 "
Coromandel,May-02," 19,030 "," 7,245 "," 26,329 "
Coromandel,Jun-02," 17,470 "," 4,746 "," 22,216 "
Coromandel,Jul-02," 19,571 "," 5,860 "," 25,431 "
Coromandel,Aug-02," 20,016 "," 5,721 "," 25,736 "
Coromandel,Sept-02," 21,255 "," 6,331 "," 27,586 "
Coromandel,Oct-02," 27,890 "," 11,630 "," 39,520 "
Coromandel,Nov-02," 25,615 "," 18,899 "," 44,514 "
Coromandel,Dec-02," 63,613 "," 28,012 "," 91,625 "
Coromandel,Jan-03," 124,901 "," 31,931 "," 156,833 "
Coromandel,Feb-03," 50,992 "," 30,583 "," 81,596 "
Coromandel,Mar-03," 43,177 "," 26,749 "," 69,926 "
Coromandel,Apr-03," 45,614 "," 19,822 "," 65,487 "
Coromandel,May-03," 22,775 "," 8,325 "," 31,099 "
Coromandel,Jun-03," 17,423 "," 4,871 "," 22,294 "
Coromandel,Jul-03," 18,643 "," 4,824 "," 23,514 "
Coromandel,Aug-03," 15,498 "," 4,402 "," 19,907 "
Coromandel,Sept-03," 19,170 "," 6,057 "," 25,228 "
Coromandel,Oct-03," 23,338 "," 10,925 "," 34,266 "
Coromandel,Nov-03," 20,995 "," 20,300 "," 41,298 "
Coromandel,Dec-03," 67,064 "," 26,421 "," 93,482 "
Coromandel,Jan-04," 130,845 "," 32,092 "," 162,937 "
Coromandel,Feb-04," 45,325 "," 30,109 "," 75,433 "
Coromandel,Mar-04," 39,200 "," 24,549 "," 63,749 "
Coromandel,Apr-04," 41,630 "," 15,277 "," 56,907 "
Coromandel,May-04," 19,925 "," 8,388 "," 28,314 "
Coromandel,Jun-04," 20,844 "," 5,783 "," 26,651 "
Coromandel,Jul-04," 17,075 "," 5,714 "," 22,788 "
Coromandel,Aug-04," 12,413 "," 6,215 "," 18,629 "
Coromandel,Sept-04," 18,511 "," 6,738 "," 25,261 "
Coromandel,Oct-04," 24,535 "," 12,226 "," 36,767 "
Coromandel,Nov-04," 22,771 "," 18,776 "," 41,545 "
Coromandel,Dec-04," 67,101 "," 31,019 "," 98,119 "
Coromandel,Jan-05," 123,662 "," 33,333 "," 156,996 "
Coromandel,Feb-05," 40,310 "," 31,579 "," 71,891 "
Coromandel,Mar-05," 45,843 "," 28,433 "," 74,276 "
Coromandel,Apr-05," 35,619 "," 20,643 "," 56,262 "
Coromandel,May-05," 15,147 "," 7,044 "," 22,193 "
Coromandel,Jun-05," 14,812 "," 5,466 "," 20,278 "
Coromandel,Jul-05," 17,500 "," 5,674 "," 23,174 "
Coromandel,Aug-05," 14,301 "," 8,597 "," 22,897 "
Coromandel,Sept-05," 23,132 "," 7,247 "," 30,379 "
Coromandel,Oct-05," 25,239 "," 15,060 "," 40,299 "
Coromandel,Nov-05," 23,532 "," 17,497 "," 41,028 "
Coromandel,Dec-05," 61,984 "," 28,819 "," 90,801 "
Coromandel,Jan-06," 119,784 "," 31,785 "," 151,569 "
Coromandel,Feb-06," 45,825 "," 28,461 "," 74,286 "
Coromandel,Mar-06," 38,714 "," 24,542 "," 63,257 "
Coromandel,Apr-06," 42,212 "," 14,907 "," 57,118 "
Coromandel,May-06," 15,010 "," 7,111 "," 22,122 "
Coromandel,Jun-06," 17,859 "," 5,049 "," 22,908 "
Coromandel,Jul-06," 17,682 "," 5,482 "," 23,164 "
Coromandel,Aug-06," 16,591 "," 5,551 "," 22,326 "
Coromandel,Sept-06," 21,027 "," 7,772 "," 29,051 "
Coromandel,Oct-06," 26,048 "," 12,562 "," 38,610 "
Coromandel,Nov-06," 23,528 "," 20,578 "," 44,736 "
Coromandel,Dec-06," 60,889 "," 30,887 "," 91,776 "
Coromandel,Jan-07," 114,131 "," 40,288 "," 154,418 "
Coromandel,Feb-07," 54,937 "," 34,273 "," 89,209 "
Coromandel,Mar-07," 40,531 "," 30,346 "," 70,876 "
Coromandel,Apr-07," 40,288 "," 17,801 "," 58,089 "
Coromandel,May-07," 19,982 "," 8,322 "," 28,303 "
Coromandel,Jun-07," 18,056 "," 6,500 "," 24,553 "
Coromandel,Jul-07," 16,687 "," 7,024 "," 23,713 "
Coromandel,Aug-07," 18,338 "," 6,888 "," 25,225 "
Coromandel,Sept-07," 20,716 "," 8,328 "," 29,045 "
Coromandel,Oct-07," 25,800 "," 11,777 "," 37,576 "
Coromandel,Nov-07," 22,843 "," 21,856 "," 44,699 "
Coromandel,Dec-07," 53,041 "," 32,879 "," 85,920 "
Coromandel,Jan-08," 119,685 "," 31,746 "," 151,431 "
Coromandel,Feb-08," 43,892 "," 36,959 "," 80,851 "
Coromandel,Mar-08," 42,832 "," 34,458 "," 77,290 "
Coromandel,Apr-08," 27,632 "," 17,697 "," 45,328 "
Coromandel,May-08," 18,351 "," 9,216 "," 27,568 "
Coromandel,Jun-08," 14,048 "," 6,403 "," 20,451 "
Coromandel,Jul-08," 14,041 "," 6,826 "," 20,867 "
Coromandel,Aug-08," 15,926 "," 6,257 "," 22,184 "
Coromandel,Sept-08," 18,742 "," 8,702 "," 27,443 "
Coromandel,Oct-08," 26,072 "," 15,796 "," 41,869 "
Coromandel,Nov-08," 22,474 "," 24,665 "," 47,139 "
Coromandel,Dec-08," 54,965 "," 36,334 "," 91,299 "
Coromandel,Jan-09," 113,379 "," 36,199 "," 149,578 "
Coromandel,Feb-09," 45,548 "," 37,377 "," 82,926 "
Coromandel,Mar-09," 37,001 "," 30,131 "," 67,131 "
Coromandel,Apr-09," 41,009 "," 21,735 "," 62,744 "
Coromandel,May-09," 19,007 "," 10,578 "," 29,585 "
Coromandel,Jun-09," 13,640 "," 7,011 "," 20,651 "
Coromandel,Jul-09," 16,470 "," 7,863 "," 24,333 "
Coromandel,Aug-09," 14,993 "," 7,869 "," 22,863 "
Coromandel,Sept-09," 18,317 "," 12,231 "," 30,548 "
Coromandel,Oct-09," 27,073 "," 18,333 "," 45,406 "
Coromandel,Nov-09," 25,203 "," 25,662 "," 50,865 "
Coromandel,Dec-09," 60,107 "," 39,682 "," 99,789 "
Coromandel,Jan-10," 130,896 "," 43,505 "," 174,401 "
Coromandel,Feb-10," 41,031 "," 41,630 "," 82,661 "
Coromandel,Mar-10," 39,475 "," 34,827 "," 74,302 "
Coromandel,Apr-10," 35,946 "," 21,698 "," 57,645 "
Coromandel,May-10," 14,861 "," 11,632 "," 26,494 "
Coromandel,Jun-10," 14,093 "," 7,675 "," 21,769 "
Coromandel,Jul-10," 15,063 "," 6,803 "," 21,866 "
Coromandel,Aug-10," 15,947 "," 6,212 "," 22,158 "
Coromandel,Sept-10," 15,075 "," 9,133 "," 24,208 "
Coromandel,Oct-10," 28,755 "," 15,511 "," 44,266 "
Coromandel,Nov-10," 24,966 "," 23,942 "," 48,908 "
Coromandel,Dec-10," 60,380 "," 34,002 "," 94,382 "
Coromandel,Jan-11," 121,264 "," 39,496 "," 160,760 "
Coromandel,Feb-11," 40,889 "," 39,413 "," 80,302 "
Coromandel,Mar-11," 38,567 "," 34,213 "," 72,780 "
Coromandel,Apr-11," 40,684 "," 22,040 "," 62,724 "
Coromandel,May-11," 16,070 "," 10,453 "," 26,523 "
Coromandel,Jun-11," 18,686 "," 7,804 "," 26,490 "
Coromandel,Jul-11," 17,971 "," 7,906 "," 25,877 "
Coromandel,Aug-11," 16,216 "," 7,769 "," 23,985 "
Coromandel,Sept-11," 17,391 "," 15,774 "," 33,165 "
Coromandel,Oct-11," 30,771 "," 20,513 "," 51,284 "
Coromandel,Nov-11," 27,220 "," 27,556 "," 54,776 "
Coromandel,Dec-11," 64,330 "," 40,780 "," 105,110 "
Coromandel,Jan-12," 110,143 "," 38,037 "," 148,180 "
Coromandel,Feb-12," 47,768 "," 37,687 "," 85,455 "
Coromandel,Mar-12," 39,924 "," 30,660 "," 70,584 "
Coromandel,Apr-12," 38,135 "," 20,200 "," 58,335 "
Coromandel,May-12," 16,825 "," 11,247 "," 28,071 "
Coromandel,Jun-12," 18,787 "," 8,672 "," 27,459 "
Coromandel,Jul-12," 18,382 "," 8,192 "," 26,575 "
Coromandel,Aug-12," 15,734 "," 6,246 "," 21,980 "
Coromandel,Sept-12," 21,971 "," 9,517 "," 31,487 "
Coromandel,Oct-12," 32,255 "," 14,283 "," 46,538 "
Coromandel,Nov-12," 29,002 "," 21,595 "," 50,597 "
Coromandel,Dec-12," 66,247 "," 32,021 "," 98,269 "
Coromandel,Jan-13," 130,001 "," 40,178 "," 170,179 "
Coromandel,Feb-13," 47,239 "," 35,905 "," 83,144 "
Coromandel,Mar-13," 57,876 "," 29,415 "," 87,291 "
Coromandel,Apr-13," 34,633 "," 16,306 "," 50,939 "
Coromandel,May-13," 21,446 "," 8,850 "," 30,296 "
Coromandel,Jun-13," 18,019 "," 6,785 "," 24,804 "
Coromandel,Jul-13," 19,077 "," 7,102 "," 26,179 "
Coromandel,Aug-13," 14,582 "," 6,489 "," 21,070 "
Coromandel,Sept-13," 18,881 "," 9,071 "," 27,952 "
Coromandel,Oct-13," 31,407 "," 14,443 "," 45,850 "
Coromandel,Nov-13," 30,440 "," 25,220 "," 55,660 "
Coromandel,Dec-13," 71,286 "," 35,204 "," 106,490 "
Coromandel,Jan-14," 129,092 "," 41,836 "," 170,928 "
Coromandel,Feb-14," 53,839 "," 36,798 "," 90,637 "
Coromandel,Mar-14," 45,338 "," 32,893 "," 78,230 "
Coromandel,Apr-14," 44,919 "," 22,688 "," 67,607 "
Coromandel,May-14," 21,766 "," 10,035 "," 31,801 "
Coromandel,Jun-14," 21,002 "," 6,024 "," 27,025 "
Coromandel,Jul-14," 19,922 "," 7,265 "," 27,187 "
Coromandel,Aug-14," 19,820 "," 7,287 "," 27,107 "
Coromandel,Sept-14," 19,738 "," 10,964 "," 30,701 "
Coromandel,Oct-14," 33,213 "," 18,145 "," 51,358 "
Coromandel,Nov-14," 31,776 "," 27,722 "," 59,498 "
Coromandel,Dec-14," 73,813 "," 37,505 "," 111,317 "
Coromandel,Jan-15," 148,494 "," 41,935 "," 190,429 "
Coromandel,Feb-15," 60,940 "," 40,723 "," 101,663 "
Coromandel,Mar-15," 42,140 "," 36,508 "," 78,648 "
Coromandel,Apr-15," 52,447 "," 21,760 "," 74,206 "
Coromandel,May-15," 26,556 "," 11,627 "," 38,183 "
Coromandel,Jun-15," 19,672 "," 8,092 "," 27,764 "
Coromandel,Jul-15," 26,474 "," 8,611 "," 35,084 "
Coromandel,Aug-15," 21,670 "," 7,832 "," 29,502 "
Coromandel,Sept-15," 23,775 "," 9,806 "," 33,574 "
Coromandel,Oct-15," 37,778 "," 17,575 "," 55,353 "
Coromandel,Nov-15," 35,026 "," 26,210 "," 61,236 "
Coromandel,Dec-15," 74,415 "," 38,701 "," 113,116 "
Coromandel,Jan-16," 137,755 "," 41,536 "," 179,291 "
Coromandel,Feb-16," 59,823 "," 41,959 "," 101,783 "
Coromandel,Mar-16," 61,523 "," 37,400 "," 98,924 "
Coromandel,Apr-16," 41,993 "," 22,862 "," 64,855 "
Coromandel,May-16," 22,435 "," 11,722 "," 34,157 "
Coromandel,Jun-16," 26,601 "," 7,716 "," 34,318 "
Coromandel,Jul-16," 25,311 "," 10,156 "," 35,467 "
Coromandel,Aug-16," 25,682 "," 9,022 "," 34,704 "
Coromandel,Sept-16," 29,448 "," 11,834 "," 41,283 "
Coromandel,Oct-16," 37,890 "," 20,390 "," 58,280 "
Coromandel,Nov-16," 41,855 "," 29,731 "," 71,586 "
Coromandel,Dec-16," 87,851 "," 37,609 "," 125,460 "
Coromandel,Jan-17," 148,807 "," 43,061 "," 191,868 "
Coromandel,Feb-17," 69,332 "," 39,912 "," 109,244 "
Coromandel,Mar-17," 50,377 "," 33,832 "," 84,208 "
Coromandel,Apr-17," 51,718 "," 24,129 "," 75,847 "
Coromandel,May-17," 29,208 "," 11,377 "," 40,585 "
Coromandel,Jun-17," 27,661 "," 7,940 "," 35,601 "
Coromandel,Jul-17," 27,777 "," 9,622 "," 37,399 "
Coromandel,Aug-17," 26,164 "," 8,932 "," 35,096 "
Coromandel,Sept-17," 30,359 "," 11,555 "," 41,913 "
Coromandel,Oct-17," 43,448 "," 19,022 "," 62,470 "
Coromandel,Nov-17," 45,716 "," 29,605 "," 75,320 "
Coromandel,Dec-17," 83,579 "," 38,501 "," 122,080 "
Coromandel,Jan-18," 145,100 "," 44,167 "," 189,267 "
Coromandel,Feb-18," 61,727 "," 41,688 "," 103,415 "
Coromandel,Mar-18," 62,894 "," 39,304 "," 102,197 "
Coromandel,Apr-18," 52,765 "," 25,395 "," 78,160 "
Coromandel,May-18," 27,084 "," 12,276 "," 39,360 "
Coromandel,Jun-18," 25,703 "," 7,753 "," 33,457 "
Coromandel,Jul-18," 29,863 "," 8,321 "," 38,185 "
Coromandel,Aug-18," 27,100 "," 9,022 "," 36,123 "
Coromandel,Sept-18," 33,115 "," 11,307 "," 44,422 "
Coromandel,Oct-18," 50,666 "," 18,864 "," 69,530 "
Coromandel,Nov-18," 43,872 "," 29,350 "," 73,223 "
Coromandel,Dec-18," 96,121 "," 35,677 "," 131,798 "
Coromandel,Jan-19," 166,121 "," 40,349 "," 206,470 "
Coromandel,Feb-19," 69,261 "," 38,684 "," 107,945 "
Coromandel,Mar-19," 59,593 "," 37,919 "," 97,512 "
Coromandel,Apr-19," 62,443 "," 22,437 "," 84,881 "
Coromandel,May-19," 29,542 "," 9,442 "," 38,984 "
Coromandel,Jun-19," 28,478 "," 7,108 "," 35,586 "
Coromandel,Jul-19," 31,229 "," 7,463 "," 38,692 "
Coromandel,Aug-19," 27,122 "," 7,778 "," 34,900 "
Coromandel,Sept-19," 32,264 "," 9,922 "," 42,186 "
Waikato,Jan-00," 73,207 "," 19,998 "," 93,393 "
Waikato,Feb-00," 65,346 "," 18,957 "," 84,303 "
Waikato,Mar-00," 55,686 "," 17,803 "," 73,489 "
Waikato,Apr-00," 58,263 "," 14,540 "," 72,866 "
Waikato,May-00," 42,912 "," 6,955 "," 49,869 "
Waikato,Jun-00," 53,547 "," 5,731 "," 59,281 "
Waikato,Jul-00," 49,219 "," 8,126 "," 57,347 "
Waikato,Aug-00," 43,645 "," 8,998 "," 52,643 "
Waikato,Sept-00," 51,146 "," 8,164 "," 59,310 "
Waikato,Oct-00," 62,921 "," 10,395 "," 73,317 "
Waikato,Nov-00," 48,901 "," 14,800 "," 63,713 "
Waikato,Dec-00," 59,372 "," 14,379 "," 73,750 "
Waikato,Jan-01," 66,232 "," 21,157 "," 87,467 "
Waikato,Feb-01," 48,509 "," 19,827 "," 68,465 "
Waikato,Mar-01," 61,090 "," 20,343 "," 81,434 "
Waikato,Apr-01," 51,709 "," 14,857 "," 66,569 "
Waikato,May-01," 44,819 "," 9,699 "," 54,519 "
Waikato,Jun-01," 54,065 "," 7,761 "," 61,824 "
Waikato,Jul-01," 51,155 "," 9,740 "," 60,896 "
Waikato,Aug-01," 45,718 "," 9,231 "," 54,948 "
Waikato,Sept-01," 51,165 "," 9,296 "," 60,460 "
Waikato,Oct-01," 64,207 "," 13,175 "," 77,380 "
Waikato,Nov-01," 51,516 "," 16,573 "," 68,088 "
Waikato,Dec-01," 49,677 "," 18,878 "," 68,556 "
Waikato,Jan-02," 65,273 "," 22,566 "," 87,839 "
Waikato,Feb-02," 52,469 "," 22,519 "," 74,989 "
Waikato,Mar-02," 64,290 "," 22,817 "," 87,107 "
Waikato,Apr-02," 55,673 "," 16,332 "," 72,006 "
Waikato,May-02," 49,558 "," 10,143 "," 59,704 "
Waikato,Jun-02," 56,790 "," 10,186 "," 66,976 "
Waikato,Jul-02," 56,669 "," 11,866 "," 68,533 "
Waikato,Aug-02," 44,861 "," 10,777 "," 55,639 "
Waikato,Sept-02," 50,793 "," 11,464 "," 62,257 "
Waikato,Oct-02," 57,639 "," 15,851 "," 73,493 "
Waikato,Nov-02," 56,954 "," 19,293 "," 77,148 "
Waikato,Dec-02," 61,467 "," 17,325 "," 80,670 "
Waikato,Jan-03," 66,716 "," 26,548 "," 93,265 "
Waikato,Feb-03," 63,231 "," 25,498 "," 89,738 "
Waikato,Mar-03," 66,770 "," 22,886 "," 90,856 "
Waikato,Apr-03," 66,013 "," 19,346 "," 85,370 "
Waikato,May-03," 51,149 "," 11,556 "," 64,008 "
Waikato,Jun-03," 53,485 "," 10,599 "," 65,504 "
Waikato,Jul-03," 55,638 "," 14,536 "," 70,176 "
Waikato,Aug-03," 53,517 "," 11,825 "," 66,761 "
Waikato,Sept-03," 56,245 "," 11,212 "," 69,150 "
Waikato,Oct-03," 55,116 "," 20,762 "," 75,881 "
Waikato,Nov-03," 62,864 "," 22,016 "," 87,933 "
Waikato,Dec-03," 57,869 "," 22,166 "," 83,247 "
Waikato,Jan-04," 77,800 "," 28,885 "," 106,685 "
Waikato,Feb-04," 61,689 "," 27,353 "," 92,577 "
Waikato,Mar-04," 64,852 "," 26,595 "," 94,423 "
Waikato,Apr-04," 64,833 "," 22,583 "," 87,420 "
Waikato,May-04," 49,553 "," 13,147 "," 64,557 "
Waikato,Jun-04," 54,637 "," 17,363 "," 74,503 "
Waikato,Jul-04," 56,232 "," 14,041 "," 70,273 "
Waikato,Aug-04," 50,285 "," 15,357 "," 68,137 "
Waikato,Sept-04," 54,240 "," 13,719 "," 70,819 "
Waikato,Oct-04," 61,507 "," 19,546 "," 81,053 "
Waikato,Nov-04," 60,155 "," 23,182 "," 86,109 "
Waikato,Dec-04," 60,072 "," 24,529 "," 88,546 "
Waikato,Jan-05," 79,785 "," 32,838 "," 112,623 "
Waikato,Feb-05," 61,116 "," 25,081 "," 89,802 "
Waikato,Mar-05," 76,492 "," 25,840 "," 106,409 "
Waikato,Apr-05," 76,568 "," 22,365 "," 98,933 "
Waikato,May-05," 50,939 "," 15,988 "," 69,442 "
Waikato,Jun-05," 59,787 "," 17,921 "," 77,708 "
Waikato,Jul-05," 57,770 "," 17,235 "," 75,007 "
Waikato,Aug-05," 52,902 "," 14,532 "," 67,434 "
Waikato,Sept-05," 58,975 "," 20,413 "," 79,387 "
Waikato,Oct-05," 65,153 "," 20,322 "," 85,474 "
Waikato,Nov-05," 56,621 "," 28,390 "," 85,012 "
Waikato,Dec-05," 61,307 "," 24,026 "," 85,333 "
Waikato,Jan-06," 85,995 "," 26,695 "," 112,691 "
Waikato,Feb-06," 65,667 "," 27,104 "," 92,771 "
Waikato,Mar-06," 69,905 "," 37,018 "," 106,923 "
Waikato,Apr-06," 69,026 "," 22,369 "," 91,395 "
Waikato,May-06," 54,757 "," 14,901 "," 69,657 "
Waikato,Jun-06," 63,814 "," 18,877 "," 82,692 "
Waikato,Jul-06," 69,404 "," 14,891 "," 84,296 "
Waikato,Aug-06," 54,290 "," 15,118 "," 69,409 "
Waikato,Sept-06," 62,613 "," 16,058 "," 78,672 "
Waikato,Oct-06," 62,788 "," 18,516 "," 81,303 "
Waikato,Nov-06," 64,326 "," 31,375 "," 95,698 "
Waikato,Dec-06," 66,895 "," 23,270 "," 90,164 "
Waikato,Jan-07," 80,544 "," 29,902 "," 110,447 "
Waikato,Feb-07," 62,494 "," 33,709 "," 96,202 "
Waikato,Mar-07," 84,149 "," 33,852 "," 118,001 "
Waikato,Apr-07," 70,466 "," 25,148 "," 95,612 "
Waikato,May-07," 57,500 "," 17,771 "," 75,269 "
Waikato,Jun-07," 61,062 "," 18,334 "," 79,395 "
Waikato,Jul-07," 65,617 "," 17,323 "," 82,939 "
Waikato,Aug-07," 57,165 "," 21,218 "," 78,384 "
Waikato,Sept-07," 65,201 "," 20,685 "," 85,885 "
Waikato,Oct-07," 62,281 "," 21,212 "," 83,494 "
Waikato,Nov-07," 58,320 "," 23,971 "," 82,291 "
Waikato,Dec-07," 58,637 "," 24,570 "," 83,207 "
Waikato,Jan-08," 88,609 "," 26,259 "," 114,869 "
Waikato,Feb-08," 73,112 "," 23,247 "," 96,360 "
Waikato,Mar-08," 76,584 "," 31,526 "," 108,110 "
Waikato,Apr-08," 72,823 "," 21,767 "," 94,590 "
Waikato,May-08," 62,348 "," 13,624 "," 75,973 "
Waikato,Jun-08," 57,621 "," 11,587 "," 69,207 "
Waikato,Jul-08," 60,456 "," 12,824 "," 73,280 "
Waikato,Aug-08," 58,562 "," 15,862 "," 74,424 "
Waikato,Sept-08," 61,462 "," 15,097 "," 76,559 "
Waikato,Oct-08," 68,687 "," 16,486 "," 85,173 "
Waikato,Nov-08," 61,941 "," 17,845 "," 79,786 "
Waikato,Dec-08," 69,998 "," 21,111 "," 91,109 "
Waikato,Jan-09," 86,119 "," 30,064 "," 116,183 "
Waikato,Feb-09," 68,606 "," 20,296 "," 88,902 "
Waikato,Mar-09," 78,330 "," 25,078 "," 103,409 "
Waikato,Apr-09," 78,845 "," 22,058 "," 100,904 "
Waikato,May-09," 60,903 "," 11,188 "," 72,090 "
Waikato,Jun-09," 60,049 "," 9,417 "," 69,465 "
Waikato,Jul-09," 59,505 "," 12,663 "," 72,168 "
Waikato,Aug-09," 58,553 "," 11,637 "," 70,190 "
Waikato,Sept-09," 67,962 "," 12,135 "," 80,097 "
Waikato,Oct-09," 71,307 "," 14,468 "," 85,775 "
Waikato,Nov-09," 63,918 "," 14,903 "," 78,821 "
Waikato,Dec-09," 62,607 "," 20,716 "," 83,323 "
Waikato,Jan-10," 100,963 "," 25,474 "," 126,437 "
Waikato,Feb-10," 70,031 "," 23,875 "," 93,906 "
Waikato,Mar-10," 76,190 "," 24,063 "," 100,252 "
Waikato,Apr-10," 76,266 "," 18,279 "," 94,545 "
Waikato,May-10," 57,902 "," 11,116 "," 69,017 "
Waikato,Jun-10," 61,695 "," 11,740 "," 73,435 "
Waikato,Jul-10," 63,586 "," 12,225 "," 75,812 "
Waikato,Aug-10," 55,398 "," 10,177 "," 65,575 "
Waikato,Sept-10," 65,039 "," 11,031 "," 76,070 "
Waikato,Oct-10," 68,886 "," 21,149 "," 90,036 "
Waikato,Nov-10," 69,252 "," 24,925 "," 94,177 "
Waikato,Dec-10," 69,220 "," 19,960 "," 89,180 "
Waikato,Jan-11," 94,721 "," 26,740 "," 121,461 "
Waikato,Feb-11," 70,619 "," 25,139 "," 95,758 "
Waikato,Mar-11," 79,022 "," 24,099 "," 103,121 "
Waikato,Apr-11," 79,384 "," 19,804 "," 99,188 "
Waikato,May-11," 55,098 "," 12,706 "," 67,804 "
Waikato,Jun-11," 63,137 "," 11,970 "," 75,106 "
Waikato,Jul-11," 69,412 "," 11,171 "," 80,583 "
Waikato,Aug-11," 64,744 "," 8,594 "," 73,338 "
Waikato,Sept-11," 55,520 "," 21,841 "," 77,361 "
Waikato,Oct-11," 73,668 "," 20,808 "," 94,477 "
Waikato,Nov-11," 70,560 "," 21,383 "," 91,943 "
Waikato,Dec-11," 62,105 "," 25,984 "," 88,089 "
Waikato,Jan-12," 92,588 "," 25,036 "," 117,624 "
Waikato,Feb-12," 78,153 "," 24,163 "," 102,316 "
Waikato,Mar-12," 83,601 "," 26,270 "," 109,871 "
Waikato,Apr-12," 79,971 "," 20,498 "," 100,468 "
Waikato,May-12," 65,566 "," 13,569 "," 79,135 "
Waikato,Jun-12," 71,323 "," 13,217 "," 84,540 "
Waikato,Jul-12," 60,693 "," 13,592 "," 74,285 "
Waikato,Aug-12," 57,403 "," 13,416 "," 70,819 "
Waikato,Sept-12," 63,326 "," 10,469 "," 73,795 "
Waikato,Oct-12," 68,783 "," 19,976 "," 88,758 "
Waikato,Nov-12," 66,758 "," 24,043 "," 90,801 "
Waikato,Dec-12," 71,279 "," 25,015 "," 96,294 "
Waikato,Jan-13," 97,328 "," 32,737 "," 130,065 "
Waikato,Feb-13," 66,648 "," 30,345 "," 96,993 "
Waikato,Mar-13," 90,957 "," 30,751 "," 121,708 "
Waikato,Apr-13," 65,249 "," 26,740 "," 91,988 "
Waikato,May-13," 57,253 "," 15,019 "," 72,272 "
Waikato,Jun-13," 61,576 "," 13,990 "," 75,565 "
Waikato,Jul-13," 66,928 "," 15,860 "," 82,788 "
Waikato,Aug-13," 62,296 "," 13,148 "," 75,444 "
Waikato,Sept-13," 71,272 "," 18,370 "," 89,642 "
Waikato,Oct-13," 79,698 "," 20,145 "," 99,843 "
Waikato,Nov-13," 69,539 "," 22,462 "," 92,001 "
Waikato,Dec-13," 77,256 "," 26,608 "," 103,864 "
Waikato,Jan-14," 102,384 "," 30,175 "," 132,559 "
Waikato,Feb-14," 74,216 "," 33,360 "," 107,576 "
Waikato,Mar-14," 87,060 "," 34,013 "," 121,073 "
Waikato,Apr-14," 83,463 "," 23,948 "," 107,411 "
Waikato,May-14," 72,128 "," 16,447 "," 88,575 "
Waikato,Jun-14," 68,582 "," 14,459 "," 83,041 "
Waikato,Jul-14," 70,791 "," 14,820 "," 85,611 "
Waikato,Aug-14," 59,585 "," 14,885 "," 74,469 "
Waikato,Sept-14," 70,646 "," 14,688 "," 85,334 "
Waikato,Oct-14," 83,420 "," 21,683 "," 105,103 "
Waikato,Nov-14," 71,773 "," 24,720 "," 96,492 "
Waikato,Dec-14," 82,275 "," 28,826 "," 111,102 "
Waikato,Jan-15," 106,780 "," 34,958 "," 141,739 "
Waikato,Feb-15," 83,343 "," 34,267 "," 117,609 "
Waikato,Mar-15," 94,517 "," 40,381 "," 134,898 "
Waikato,Apr-15," 81,500 "," 30,121 "," 111,621 "
Waikato,May-15," 70,462 "," 18,138 "," 88,600 "
Waikato,Jun-15," 65,522 "," 16,428 "," 81,951 "
Waikato,Jul-15," 72,038 "," 18,017 "," 90,055 "
Waikato,Aug-15," 66,600 "," 15,143 "," 81,743 "
Waikato,Sept-15," 80,704 "," 20,536 "," 101,240 "
Waikato,Oct-15," 83,993 "," 25,676 "," 109,669 "
Waikato,Nov-15," 78,413 "," 32,166 "," 110,579 "
Waikato,Dec-15," 88,437 "," 41,385 "," 129,821 "
Waikato,Jan-16," 109,721 "," 38,563 "," 148,283 "
